User_ID,Date,Time,Hours_per_day,While_working,Instrumentalist,Composer,Fav_genre,Exploratory,Foreign_languages,Anxiety,Depression,Insomnia,OCD,Music_effects
286,8/29/2022,2:29:08,2,Yes,Yes,Yes,Pop,Yes,Yes,8,7,7,5,Improve
287,8/29/2022,2:30:08,5,Yes,No,No,Rock,Yes,Yes,8,8,8,6,Improve
288,8/29/2022,2:30:45,3,Yes,Yes,Yes,Pop,Yes,No,8,10,9,2,Improve
289,8/29/2022,2:40:16,4.5,Yes,No,No,Rock,No,Yes,6,1,8,4,No effect
290,8/29/2022,2:43:40,3,Yes,No,No,Rock,Yes,Yes,0,4,4,0,Improve
291,8/29/2022,2:46:27,20,Yes,No,No,Rock,Yes,Yes,8,10,10,8,No effect
292,8/29/2022,2:46:38,1,No,No,No,Pop,Yes,No,3,2,0,1,No effect
293,8/29/2022,2:49:37,2.5,No,Yes,Yes,Metal,Yes,No,5,3,3,1,Improve
294,8/29/2022,2:54:06,1,No,No,No,Rock,Yes,Yes,8,9,6,1,Improve
295,8/29/2022,3:01:38,2,No,Yes,No,Jazz,No,Yes,10,3,0,10,No effect
296,8/29/2022,3:09:21,5,Yes,Yes,No,Metal,Yes,No,6,7,8,2,Improve
297,8/29/2022,3:13:27,3,Yes,Yes,No,Metal,Yes,No,7,4,7,0,Improve
298,8/29/2022,3:14:38,3,Yes,Yes,No,Rock,Yes,No,9,8,6,2,Improve
299,8/29/2022,3:17:19,0.5,No,No,No,Rock,No,Yes,8,0,0,0,Improve
300,8/29/2022,3:21:18,8,Yes,Yes,Yes,Country,Yes,No,8,9,2,5,No effect
301,8/29/2022,3:29:44,2,Yes,No,No,Metal,Yes,Yes,7,2,3,0,Improve
302,8/29/2022,3:32:43,3,Yes,Yes,Yes,Rock,Yes,Yes,10,10,4,0,Improve
303,8/29/2022,3:44:33,3,Yes,No,No,Hip hop,Yes,Yes,8,8,3,3,Improve
304,8/29/2022,3:46:02,5,Yes,Yes,No,Metal,Yes,Yes,8,7,7,4,Improve
305,8/29/2022,3:47:32,1.5,Yes,No,Yes,Rock,Yes,Yes,8,7,1,2,Improve
306,8/29/2022,3:49:29,1,Yes,No,No,Pop,No,No,6,5,10,2,No effect
307,8/29/2022,4:02:01,2,Yes,Yes,No,Pop,Yes,No,7,6,0,4,Improve
308,8/29/2022,4:02:12,1,Yes,No,No,Pop,No,No,7,4,0,0,Improve
309,8/29/2022,4:10:25,4,Yes,No,No,Pop,Yes,Yes,8,7,2,10,No effect
310,8/29/2022,4:17:46,1,Yes,No,No,EDM,Yes,Yes,4,4,4,0,Improve
311,8/29/2022,4:36:16,2,Yes,No,No,Folk,Yes,No,0,0,2,0,No effect
312,8/29/2022,4:37:05,2,Yes,Yes,Yes,EDM,Yes,Yes,6,4,0,1,Improve
313,8/29/2022,4:41:30,2,No,No,No,Rock,Yes,No,4,7,0,0,Improve
314,8/29/2022,4:42:51,1,No,No,No,Rock,No,No,8,4,3,0,No effect
315,8/29/2022,4:51:37,6,Yes,No,No,Country,Yes,No,5,5,3,3,Improve
316,8/29/2022,4:53:44,2,Yes,No,No,Rock,Yes,Yes,0,8,0,0,Improve
317,8/29/2022,4:57:35,4,Yes,Yes,No,Rock,Yes,No,7,4,6,1,Improve
318,8/29/2022,5:06:50,1.5,Yes,No,No,Rock,Yes,Yes,8,7,7,3,No effect
319,8/29/2022,5:08:52,3,Yes,No,No,Metal,No,No,9,8,6,2,Improve
320,8/29/2022,5:14:53,4,Yes,No,Yes,Rock,Yes,No,8,6,4,0,Improve
321,8/29/2022,5:20:21,10,Yes,No,No,Rap,Yes,No,7,2,0,8,Improve
322,8/29/2022,5:22:38,3,Yes,No,No,Rock,No,Yes,6,7,7,7,No effect
323,8/29/2022,5:35:40,3,No,No,No,Rock,Yes,No,7,6,4,2,Improve
324,8/29/2022,5:37:56,3,Yes,No,No,Pop,Yes,Yes,1,1,1,0,Improve
325,8/29/2022,5:41:25,2,Yes,No,No,Pop,Yes,No,1,1,3,0,Improve
326,8/29/2022,5:45:03,2,Yes,Yes,Yes,Pop,Yes,No,2,7,1,2,Improve
327,8/29/2022,5:50:21,3,Yes,No,No,Pop,Yes,Yes,6,2,3,1,No effect
328,8/29/2022,6:00:25,2,No,No,No,Pop,No,No,7,7,3,2,No effect
329,8/29/2022,6:13:47,5,Yes,Yes,No,Video game music,No,No,8,7,0,3,No effect
330,8/29/2022,6:31:56,6,Yes,No,No,Rock,No,No,8,3,5,2,Improve
331,8/29/2022,6:44:14,3,Yes,Yes,Yes,EDM,Yes,No,5,4,2,0,Improve
332,8/29/2022,6:58:24,5,Yes,No,No,Lofi,Yes,Yes,7,10,10,1,Improve
333,8/29/2022,7:11:40,5,Yes,No,No,Country,Yes,Yes,7,6,8,4,Improve
334,8/29/2022,7:17:09,6,Yes,No,No,Rock,No,No,8,7,0,9,Improve
335,8/29/2022,7:48:34,6,Yes,No,No,Rock,Yes,Yes,10,7,3,3,No effect
336,8/29/2022,7:52:49,3,Yes,No,No,Country,Yes,No,6,5,5,3,Improve
337,8/29/2022,7:53:58,10,Yes,No,No,Rock,Yes,Yes,8,7,6,8,No effect
338,8/29/2022,8:23:46,2,Yes,No,No,Video game music,Yes,Yes,10,7,7,3,Worsen
339,8/29/2022,8:28:46,2,Yes,No,No,EDM,No,Yes,10,10,5,7,Worsen
340,8/29/2022,8:37:30,3,No,Yes,No,Folk,Yes,No,8,2,2,8,No effect
341,8/29/2022,8:38:53,1.5,No,No,No,Hip hop,No,No,3,7,4,0,Improve
342,8/29/2022,8:39:19,10,Yes,No,No,Pop,Yes,No,9,7,5,5,Improve
343,8/29/2022,8:47:09,2,Yes,No,No,Video game music,No,Yes,5,3,0,0,Improve
344,8/29/2022,9:01:49,3,Yes,Yes,Yes,Rock,Yes,Yes,10,7,0,10,Improve
345,8/29/2022,9:07:42,2.5,Yes,No,No,Folk,No,No,8,0,0,3,Improve
346,8/29/2022,9:13:14,3,Yes,No,No,K pop,Yes,Yes,6,0,3,0,Improve
347,8/29/2022,9:26:07,0.5,Yes,Yes,No,Rock,No,No,7,9,4,6,Improve
348,8/29/2022,9:42:23,16,Yes,No,Yes,Jazz,Yes,Yes,3,2,5,6,Improve
349,8/29/2022,9:43:35,6,Yes,Yes,No,Classical,Yes,Yes,4,2,0,0,Improve
350,8/29/2022,9:47:21,3,Yes,No,No,EDM,Yes,Yes,4,2,0,0,Improve
351,8/29/2022,9:47:26,0.5,No,No,No,Rock,Yes,No,5,3,1,0,No effect
352,8/29/2022,9:52:20,5,Yes,No,No,K pop,Yes,Yes,4,2,2,1,Improve
353,8/29/2022,9:56:31,2,No,Yes,No,Rap,Yes,Yes,4,0,6,5,No effect
354,8/29/2022,10:23:22,2,Yes,No,No,Pop,Yes,Yes,7,6,3,1,Improve
355,8/29/2022,10:23:46,2,Yes,No,No,Lofi,Yes,Yes,7,8,6,2,Improve
356,8/29/2022,10:25:54,1.5,Yes,No,No,Video game music,No,Yes,3,4,1,1,Improve
357,8/29/2022,10:41:11,1,Yes,Yes,No,Jazz,Yes,No,9,7,2,1,Improve
358,8/29/2022,10:44:43,10,Yes,Yes,No,EDM,Yes,Yes,10,9,3,2,Improve
359,8/29/2022,10:45:36,2,Yes,No,No,Metal,Yes,Yes,9,9,7,3,Improve
360,8/29/2022,11:02:29,15,Yes,Yes,Yes,EDM,Yes,No,8,10,9,2,Improve
361,8/29/2022,11:04:24,0.5,No,No,No,Metal,Yes,Yes,8,9,6,4,Improve
362,8/29/2022,11:16:34,3,Yes,No,No,Metal,Yes,No,5,6,9,9,Improve
363,8/29/2022,11:41:34,2,Yes,No,No,Metal,Yes,No,9,3,7,2,Improve
364,8/29/2022,11:56:17,4,Yes,No,No,Hip hop,Yes,No,3,2,1,6,Improve
365,8/29/2022,12:25:16,2,Yes,No,No,Folk,Yes,No,7,7,4,0,Improve
366,8/29/2022,12:30:01,1,Yes,No,No,Rock,Yes,No,7,9,1,2,Improve
367,8/29/2022,12:32:30,24,Yes,No,No,Rock,Yes,Yes,5,1,9,1,Improve
368,8/29/2022,13:09:33,1,Yes,No,No,Pop,Yes,No,3,3,0,0,Improve
369,8/29/2022,14:13:58,2,Yes,Yes,No,Classical,Yes,No,8,7,5,4,Improve
370,8/29/2022,14:25:08,2,Yes,Yes,No,Pop,Yes,Yes,8,2,1,1,Improve
371,8/29/2022,14:49:56,3,Yes,No,No,Metal,Yes,Yes,4,0,0,0,Improve
372,8/29/2022,14:53:54,3,Yes,Yes,No,Classical,No,Yes,9,6,1,1,Improve
373,8/29/2022,15:05:22,2,Yes,No,No,Hip hop,Yes,Yes,10,7,2,0,Improve
374,8/29/2022,15:18:16,7,Yes,No,No,Rock,No,No,8,7,7,4,Improve
375,8/29/2022,15:20:35,6,Yes,No,No,Metal,Yes,No,1,0,0,0,Improve
376,8/29/2022,16:05:19,3,Yes,No,No,Rock,Yes,Yes,5,7,1,4,Improve
377,8/29/2022,16:07:39,5,Yes,No,Yes,Rock,Yes,No,7,6,9,2,Improve
378,8/29/2022,16:28:12,4,Yes,Yes,Yes,Lofi,Yes,Yes,8,8,2,2,Improve
379,8/29/2022,16:39:08,3,Yes,Yes,No,Rock,No,Yes,2,2,8,0,No effect
380,8/29/2022,17:04:16,2,Yes,Yes,No,Pop,Yes,No,6,0,0,2,Improve
381,8/29/2022,17:22:01,3,Yes,No,No,Metal,Yes,Yes,2,0,1,0,Improve
382,8/29/2022,17:32:02,2,Yes,No,No,Rock,Yes,No,6,2,6,7,No effect
383,8/29/2022,17:36:01,2,Yes,No,No,Pop,Yes,Yes,6,1,0,5,Improve
384,8/29/2022,17:52:06,3,No,Yes,No,Classical,Yes,No,7,6,4,0,Improve
385,8/29/2022,17:58:47,2,Yes,Yes,Yes,Classical,No,No,0,0,3,0,Improve
386,8/29/2022,18:00:27,3,Yes,Yes,Yes,Classical,No,No,9,7,10,6,No effect
387,8/29/2022,18:09:17,0,No,No,No,Video game music,No,Yes,10,0,0,0,No effect
388,8/29/2022,18:13:51,1,Yes,Yes,No,Pop,Yes,No,6,6,3,0,Improve
389,8/29/2022,18:22:58,2,Yes,No,No,Metal,Yes,No,4,3,1,6,Improve
390,8/29/2022,18:47:22,2,Yes,Yes,No,Pop,No,Yes,6,2,2,1,No effect
391,8/29/2022,18:56:27,6,Yes,No,No,Classical,No,No,2,2,3,2,Improve
392,8/29/2022,18:57:09,5,Yes,No,No,K pop,Yes,Yes,7,4,5,6,Improve
393,8/29/2022,19:07:50,2,Yes,Yes,No,Classical,Yes,No,7,5,3,2,Improve
394,8/29/2022,19:08:34,4,Yes,Yes,Yes,Classical,Yes,No,8,5,10,3,Improve
395,8/29/2022,19:44:49,8,Yes,No,Yes,Country,Yes,No,7,5,6,5,Improve
396,8/29/2022,20:03:00,4,Yes,Yes,No,Classical,Yes,No,6,8,8,2,Improve
397,8/29/2022,20:03:04,1.5,No,Yes,No,Classical,Yes,Yes,1,2,4,3,Improve
398,8/29/2022,20:04:14,2,Yes,Yes,No,Rap,Yes,Yes,3,2,0,2,Improve
399,8/29/2022,20:12:32,5,Yes,No,No,Folk,Yes,Yes,6,7,7,4,Improve
400,8/29/2022,20:18:37,6,Yes,Yes,No,Classical,No,No,6,7,2,0,No effect
401,8/29/2022,20:22:33,2,Yes,No,No,Pop,No,Yes,9,8,4,8,Improve
402,8/29/2022,20:47:47,2,No,No,No,Rock,Yes,No,7,7,2,1,Improve
403,8/29/2022,21:21:30,1,No,Yes,No,Rock,Yes,No,1,0,1,0,Improve
404,8/29/2022,21:24:24,1,No,No,No,Rap,No,No,4,3,4,5,Improve
405,8/29/2022,22:00:46,2,No,No,No,R&B,Yes,No,2,0,0,0,Improve
406,8/29/2022,22:04:50,2,Yes,Yes,No,Rock,Yes,Yes,0,5,7,0,No effect
407,8/29/2022,22:52:14,1,Yes,Yes,No,Pop,No,Yes,8,7,7,0,Improve
408,8/29/2022,23:20:48,14,Yes,No,No,Hip hop,Yes,Yes,5,10,8,0,No effect
409,8/29/2022,23:36:14,3,Yes,Yes,Yes,Classical,No,No,8,7,9,2,Improve
410,8/30/2022,0:00:29,3,Yes,Yes,Yes,Classical,Yes,No,9,6,8,5,Improve
411,8/30/2022,0:14:35,2,Yes,Yes,Yes,Rock,Yes,No,2,2,7,0,No effect
412,8/30/2022,1:01:09,0.5,Yes,Yes,Yes,Classical,Yes,Yes,7,8,6,2,Improve
413,8/30/2022,5:16:13,6,Yes,No,No,EDM,No,Yes,10,10,8,2,No effect
414,8/30/2022,6:05:56,1,Yes,Yes,No,Country,No,No,8,5,2,3,Improve
415,8/30/2022,6:10:58,2,Yes,Yes,No,Classical,Yes,Yes,7,8,2,5,Improve
416,8/30/2022,8:00:32,4,Yes,Yes,Yes,Classical,Yes,Yes,1,1,2,0,Improve
417,8/30/2022,9:35:28,3,Yes,Yes,Yes,R&B,Yes,Yes,9,10,10,3,No effect
418,8/30/2022,10:10:44,12,Yes,Yes,Yes,Jazz,Yes,Yes,9,4,4,4,Improve
419,8/30/2022,11:05:06,3,No,Yes,No,Classical,Yes,No,8,2,4,0,No effect
420,8/30/2022,11:12:36,1,No,No,No,Metal,Yes,Yes,1,1,5,1,Improve
421,8/30/2022,12:03:11,10,Yes,No,No,EDM,Yes,No,10,9,9,8,Improve
422,8/30/2022,13:07:20,5,Yes,Yes,No,Classical,Yes,Yes,3,0,2,3,Improve
423,8/30/2022,14:25:28,0.5,Yes,Yes,No,Video game music,Yes,Yes,4,0,4,0,Improve
424,8/30/2022,14:43:14,5,Yes,Yes,Yes,Metal,Yes,Yes,2,3,5,2,Improve
425,8/30/2022,16:04:47,3,Yes,Yes,Yes,Classical,Yes,No,2,3,3,0,Improve
426,8/30/2022,16:43:28,2,No,No,No,Rock,Yes,No,8,4,3,0,Improve
427,8/30/2022,16:47:39,13,Yes,No,No,K pop,Yes,Yes,10,10,10,7,Improve
428,8/30/2022,17:33:13,4,Yes,Yes,No,Classical,Yes,Yes,8,8,9,3,Improve
429,8/30/2022,17:43:36,6,Yes,Yes,Yes,Rock,No,No,0,1,0,2,Improve
430,8/30/2022,18:15:39,3,Yes,No,No,R&B,Yes,Yes,5,4,0,1,Improve
431,8/31/2022,1:39:16,4,Yes,No,No,Pop,Yes,Yes,7.5,5,7,8.5,Improve
432,8/31/2022,5:45:08,3,No,Yes,No,Rap,Yes,Yes,3,3,0,0,Improve
433,8/31/2022,6:36:13,2,Yes,Yes,No,Classical,No,No,7,5,3,1,Improve
434,8/31/2022,8:04:22,2,Yes,Yes,Yes,Classical,Yes,Yes,8,0,1,6,Improve
435,8/31/2022,8:35:00,1,Yes,No,No,Hip hop,Yes,Yes,6,4,1,1,Improve
436,8/31/2022,9:42:46,6,Yes,Yes,No,K pop,Yes,Yes,8,8,7,10,No effect
437,8/31/2022,12:53:28,9,Yes,No,No,R&B,Yes,Yes,10,8,9,5,Improve
438,8/31/2022,13:20:39,1,No,No,No,Country,No,No,3,0,2,0,Improve
439,8/31/2022,14:28:33,1,Yes,No,No,Video game music,No,No,5,5,7,1,Worsen
440,8/31/2022,15:48:18,0.5,No,No,Yes,Hip hop,Yes,Yes,7,7,6,5,Improve
441,8/31/2022,16:47:03,1,No,No,No,EDM,Yes,No,7,4,6,3,Improve
442,8/31/2022,18:56:31,1.5,Yes,Yes,No,Folk,No,No,3,3,1,0,No effect
443,8/31/2022,18:56:39,6,Yes,No,No,Rap,Yes,No,4,0,0,2,Worsen
444,8/31/2022,20:40:05,4,Yes,No,No,Rock,Yes,No,3,0,6,9,Improve
445,8/31/2022,21:04:07,6,Yes,No,Yes,Rock,Yes,No,5,1,6,0,Improve
446,8/31/2022,23:09:44,4,Yes,No,No,Metal,Yes,Yes,10,6,8,0,Improve
447,9/1/2022 0:00,1:16:00,1.5,Yes,No,No,Classical,Yes,Yes,7,5,1,2,No effect
448,9/1/2022 0:00,2:32:00,2,Yes,No,No,Rock,Yes,Yes,7,7,0,4,No effect
449,9/1/2022 0:00,3:38:00,2,Yes,No,No,Pop,Yes,No,6,0,0,0,Improve
450,9/1/2022 0:00,5:01:00,4,Yes,No,No,Rock,Yes,Yes,6,2,3,2,Improve
451,9/1/2022 0:00,5:20:00,3,Yes,No,No,Lofi,Yes,Yes,7,6,7,9,Improve
452,9/1/2022 0:00,9:25:00,4,Yes,No,No,Rock,Yes,Yes,5,7,7,0,No effect
453,9/1/2022 0:00,12:04:00,2,Yes,No,No,Pop,No,No,7,6,4,3,Improve
454,9/1/2022 0:00,1:13:00,2,Yes,No,No,Rock,Yes,No,2,2,2,0,Improve
455,9/1/2022 0:00,1:14:00,6,Yes,No,No,Video game music,No,Yes,9,5,0,7,Improve
456,9/1/2022 0:00,2:56:00,0,No,Yes,No,Rock,No,Yes,3,7,8,0,Worsen
457,9/1/2022 0:00,2:57:00,1,No,No,No,Pop,Yes,No,4,5,9,1,Improve
458,9/1/2022 0:00,2:59:00,4,Yes,Yes,No,Rock,Yes,Yes,1,0,7,0,Improve
459,9/1/2022 0:00,3:01:00,2,No,Yes,Yes,Metal,No,No,3,2,0,2,No effect
460,9/1/2022 0:00,3:05:00,3,Yes,No,No,Metal,Yes,Yes,1,6,1,2,Improve
461,9/1/2022 0:00,3:21:00,4,No,No,No,Hip hop,Yes,No,8,10,4,0,No effect
462,9/1/2022 0:00,3:24:00,2,No,No,No,Video game music,No,Yes,8,10,10,0,No effect
463,9/1/2022 0:00,3:24:00,3,Yes,No,No,Metal,Yes,Yes,3,0,8,1,No effect
464,9/1/2022 0:00,3:26:00,1,No,No,No,Hip hop,Yes,No,3,4,1,0,Improve
465,9/1/2022 0:00,3:36:00,10,Yes,No,No,Rock,Yes,No,2,1,2,2,Improve
466,9/1/2022 0:00,3:50:00,10,No,No,No,Rock,Yes,No,0,0,0,0,No effect
467,9/1/2022 0:00,4:00:00,10,Yes,No,No,Video game music,No,Yes,8,8,5,0,Improve
468,9/1/2022 0:00,4:06:00,4,No,No,No,Country,Yes,No,1,1,1,0,No effect
469,9/1/2022 0:00,4:11:00,4,Yes,No,No,Folk,Yes,Yes,8,7,6,2,Improve
470,9/1/2022 0:00,4:30:00,3,No,No,No,Metal,Yes,Yes,6,5,4,0,No effect
471,9/1/2022 0:00,4:35:00,2,Yes,No,No,Rock,Yes,No,5,4,6,2,Improve
472,9/1/2022 0:00,4:38:00,1,No,Yes,No,Rock,Yes,No,3,1,0,2,No effect
473,9/1/2022 0:00,4:38:00,6,Yes,Yes,No,Country,Yes,No,4,8,2,2,Improve
474,9/1/2022 0:00,4:43:00,1,Yes,No,No,Rock,Yes,No,5,6,3,1,Improve
475,9/1/2022 0:00,4:58:00,1,Yes,Yes,Yes,Classical,Yes,No,0,0,2,1,Improve
476,9/1/2022 0:00,5:00:00,4,Yes,No,No,Rock,No,No,7,6,7,4,Improve
477,9/1/2022 0:00,5:17:00,2,Yes,No,No,Country,No,No,8,5,6,1,Improve
478,9/1/2022 0:00,5:27:00,2,Yes,No,No,Rock,No,Yes,4,4,2,0,Improve
479,9/1/2022 0:00,5:33:00,2,Yes,Yes,Yes,Pop,Yes,No,9,8,10,9,Improve
480,9/1/2022 0:00,5:48:00,6,Yes,No,No,EDM,Yes,Yes,5,5,7,0,Improve
481,9/1/2022 0:00,5:51:00,3,Yes,No,No,Hip hop,Yes,Yes,4,6,8,1,Improve
482,9/1/2022 0:00,6:02:00,1,Yes,No,No,Lofi,Yes,Yes,4,8,5,0,Improve
483,9/1/2022 0:00,6:10:00,4,Yes,Yes,No,Lofi,Yes,No,9,10,6,7,Improve
484,9/1/2022 0:00,6:11:00,0.5,No,No,No,Classical,No,No,3,2,2,2,Improve
485,9/1/2022 0:00,6:38:00,8,Yes,No,No,Rock,Yes,Yes,6,2,2,1,Improve
486,9/1/2022 0:00,7:08:00,15,Yes,No,No,Rock,No,No,2,0,3,0,No effect
487,9/1/2022 0:00,7:09:00,1.5,Yes,Yes,No,Metal,No,No,10,8,0,4,Improve
488,9/1/2022 0:00,7:36:00,2,Yes,Yes,No,K pop,Yes,Yes,4,4,2,2,Improve
489,9/1/2022 0:00,7:39:00,3,Yes,Yes,No,Pop,Yes,Yes,7,8,6,2,Improve
490,9/1/2022 0:00,7:39:00,1,Yes,No,No,Pop,Yes,Yes,7,6,5,5,Improve
491,9/1/2022 0:00,7:44:00,0.25,Yes,No,No,Gospel,No,Yes,1,0,0,0,Improve
492,9/1/2022 0:00,8:02:00,1,No,Yes,Yes,Gospel,No,No,6,2,8,0,Improve
493,9/1/2022 0:00,8:36:00,1,Yes,No,Yes,Video game music,No,No,4,5,7,0,No effect
494,9/1/2022 0:00,9:05:00,5,Yes,No,No,Hip hop,No,Yes,10,7,0,0,Improve
495,9/1/2022 0:00,9:07:00,1,No,No,No,Pop,No,No,4,2,1,0,Improve
496,9/1/2022 0:00,9:14:00,1,Yes,No,No,Hip hop,No,No,7,6,2,3,Improve
497,9/1/2022 0:00,9:24:00,7,Yes,No,No,Lofi,Yes,Yes,3,2,8,0,Improve
498,9/1/2022 0:00,9:44:00,3,No,Yes,Yes,Hip hop,Yes,Yes,10,7,4,3,Improve
499,9/1/2022 0:00,10:38:00,3,Yes,No,No,K pop,Yes,Yes,4,0,0,0,No effect
500,9/1/2022 0:00,11:11:00,7,Yes,No,No,Rock,No,No,7,7,0,0,Improve
501,9/2/2022 0:00,12:08:00,8,Yes,No,No,EDM,No,Yes,6,7,4,1,Improve
502,9/2/2022 0:00,12:20:00,2,Yes,No,No,Metal,Yes,No,7,6,2,7,Improve
503,9/2/2022 0:00,12:32:00,2,Yes,No,No,Pop,Yes,Yes,6,5,8,0,Improve
504,9/2/2022 0:00,1:03:00,2,Yes,No,No,Rock,Yes,Yes,10,10,2,3,Improve
505,9/2/2022 0:00,1:59:00,2,Yes,No,No,K pop,Yes,Yes,7,6,5,1,Improve
506,9/2/2022 0:00,2:19:00,4,No,No,No,Video game music,Yes,Yes,3,0,0,0,Improve
507,9/2/2022 0:00,3:06:00,8,Yes,No,No,Rock,Yes,Yes,8,2,1,0,No effect
508,9/2/2022 0:00,3:27:00,4,Yes,No,No,Rap,Yes,No,7,6,6,5,Improve
509,9/2/2022 0:00,3:32:00,1,No,No,No,Rock,Yes,No,3,2,5,0,No effect
510,9/2/2022 0:00,3:36:00,5,No,No,No,Metal,No,Yes,8,2,1,0,Improve
511,9/2/2022 0:00,4:06:00,2,Yes,No,No,Rock,No,No,7,7,2,4,Improve
512,9/2/2022 0:00,4:56:00,1,No,No,No,Country,No,No,5,1,1,1,Improve
513,9/2/2022 0:00,4:56:00,5,Yes,No,No,Rock,No,No,1,2,1,0,No effect
514,9/2/2022 0:00,5:21:00,8,Yes,No,No,Rock,Yes,No,2,1,2,2,Improve
515,9/2/2022 0:00,5:40:00,2,Yes,No,No,Classical,No,No,5,2,4,0,Improve
516,9/2/2022 0:00,5:49:00,2,Yes,No,No,Pop,No,No,7,2,1,0,Improve
517,9/2/2022 0:00,6:20:00,1,Yes,No,No,Folk,No,Yes,10,10,7,8,Improve
518,9/2/2022 0:00,6:41:00,8,Yes,No,No,Pop,Yes,Yes,7,2,1,6,Improve
519,9/2/2022 0:00,7:13:00,8,Yes,No,No,Pop,Yes,No,6,4,1,0,Improve
520,9/2/2022 0:00,7:13:00,1,No,No,No,EDM,Yes,No,5,9,6,1,Improve
521,9/2/2022 0:00,7:29:00,1,Yes,Yes,No,Video game music,No,No,7,5,7,0,Improve
522,9/2/2022 0:00,7:53:00,8,Yes,No,No,Jazz,Yes,Yes,7,6,7,4,Improve
523,9/2/2022 0:00,8:05:00,2,Yes,No,No,Rock,No,No,0,0,0,0,Improve
524,9/2/2022 0:00,8:06:00,6,Yes,No,No,R&B,No,Yes,3,5,0,2,No effect
525,9/2/2022 0:00,9:15:00,3,No,Yes,Yes,Metal,Yes,Yes,8,8,5,2,Improve
526,9/2/2022 0:00,9:25:00,4,Yes,Yes,No,EDM,No,Yes,8,7,10,6,Improve
527,9/2/2022 0:00,9:54:00,2,Yes,No,No,Rock,No,Yes,2,4,5,2,Improve
528,9/2/2022 0:00,2:09:00,3,Yes,Yes,No,Classical,No,No,7,3,9,2,Improve
529,9/2/2022 0:00,2:31:00,4,No,No,Yes,Pop,Yes,No,8,7,4,4,Improve
530,9/2/2022 0:00,3:24:00,2,No,No,No,Jazz,Yes,Yes,0,0,0,5,No effect
531,9/2/2022 0:00,4:14:00,1,Yes,No,No,Pop,No,Yes,8,6,9,8,Improve
532,9/2/2022 0:00,4:36:00,1,Yes,No,No,Video game music,Yes,Yes,4,2,3,2,Improve
533,9/2/2022 0:00,7:20:00,1,No,No,No,Rock,No,No,3,2,2,2,Improve
534,9/2/2022 0:00,7:39:00,2,Yes,Yes,No,Gospel,No,No,6,4,10,0,Improve
535,9/2/2022 0:00,9:14:00,7,Yes,No,No,Pop,Yes,Yes,8,8,10,0,Improve
536,9/2/2022 0:00,9:19:00,5,Yes,No,No,Pop,Yes,Yes,5,5,5,5,Improve
537,9/2/2022 0:00,10:18:00,3,Yes,No,No,Rock,No,No,10,8,6,2,No effect
538,9/3/2022 0:00,3:54:00,1,No,No,No,Rock,No,No,0,0,7,0,Improve
539,9/3/2022 0:00,5:27:00,6,Yes,Yes,Yes,Rock,Yes,Yes,8,8,10,0,Improve
540,9/3/2022 0:00,7:09:00,2,No,No,No,Rock,Yes,No,8,2,0,0,No effect
541,9/3/2022 0:00,8:53:00,3,Yes,Yes,Yes,Metal,Yes,No,7,8,4,10,Improve
542,9/3/2022 0:00,10:20:00,1.5,Yes,No,No,Country,No,No,0,2,0,1,Improve
543,9/3/2022 0:00,10:41:00,4,Yes,Yes,No,Pop,Yes,No,3,5,4,0,Improve
544,9/3/2022 0:00,12:26:00,2,Yes,Yes,No,Pop,Yes,Yes,5,2,3,1,Improve
545,9/3/2022 0:00,1:52:00,2,Yes,No,No,Folk,Yes,No,6,1,0,0,Improve
546,9/3/2022 0:00,2:08:00,2,No,No,No,Rap,Yes,Yes,6,3,4,2,Improve
547,9/3/2022 0:00,2:35:00,1,Yes,Yes,Yes,Rock,Yes,No,5,6,8,2,Improve
548,9/3/2022 0:00,3:52:00,3,Yes,No,No,K pop,Yes,Yes,8,4,7,5,Improve
549,9/3/2022 0:00,3:52:00,3,Yes,No,No,Pop,Yes,No,1,1,2,3,Improve
550,9/3/2022 0:00,4:00:00,2,No,Yes,No,Rock,Yes,No,8,3,1,3,Improve
551,9/3/2022 0:00,4:24:00,6,Yes,No,Yes,Rap,Yes,No,3,3,0,0,Improve
552,9/3/2022 0:00,5:14:00,3,Yes,No,No,Classical,No,Yes,0,0,0,0,No effect
553,9/3/2022 0:00,6:01:00,3,Yes,No,No,Pop,No,No,5,4,2,0,No effect
554,9/3/2022 0:00,6:23:00,2,Yes,No,No,R&B,Yes,No,2,4,0,0,Improve
555,9/3/2022 0:00,6:37:00,2,Yes,No,No,Video game music,No,No,4,6,0,2,Improve
556,9/3/2022 0:00,8:49:00,2,Yes,No,Yes,Pop,Yes,No,5,7,2,0,Improve
557,9/3/2022 0:00,8:58:00,3,Yes,No,No,Rock,Yes,Yes,4,0,7,0,No effect
558,9/3/2022 0:00,9:08:00,4,Yes,No,No,Pop,Yes,Yes,10,8,6,2,No effect
559,9/3/2022 0:00,9:52:00,2,Yes,Yes,Yes,R&B,Yes,No,3,3,1,0,Improve
560,9/4/2022 0:00,2:32:00,5,Yes,Yes,No,Rock,Yes,No,8,7,2,1,Improve
561,9/4/2022 0:00,5:01:00,2,Yes,No,No,R&B,No,No,3,3,0,3,Improve
562,9/4/2022 0:00,5:22:00,1,No,No,No,K pop,Yes,No,4,5,2,5,Improve
563,9/4/2022 0:00,9:22:00,7,Yes,No,No,Folk,Yes,Yes,10,10,8,10,Improve
